tweet,count
@TheJuice59101 I do,16
thanks,1
@ForQ2 Are you making less than minimum wage,13
don't worry,3
the government will protect you,8
Afraid to give your real name? You should be,10
@ForQ2 You're nuts,5
go get a job,4
@HatchetWounds Totally wrong dopey,10
@JimmyDeVito Thanks Jimmy,9
Great investor John Paulson just sought bankruptcy protection for a unit of his hedge fund-very smart-but he didn't go bankrupt you morons,36
The biggest business people have used the bankruptcy laws to their advantage-Warren B,22
Icahn,2
Kravis and this week John Paulson-for haters,11
"""People do business with those people they like and trust."" - Ralph J",15
Roberts,2
Founder of Comcast,5
"Via @Suntimes: ""Trump wins at trial",10
"calls woman suing him 'horrible human being'"" 
http://t.co/PFFu09TqJu",30
@BuseyFoundation @THEGaryBusey Thanks Gary,15
it was great having you on the show,9
may your foundation spend the money well,10
In your planning,4
know how much risk you can take,7
Evaluate whether the returns will be worth the risk,14
"""If I'd started in business thinking I knew everything",14
"I'd have been sunk before I got started."" - Think Like a Champion",16
Looking forward to being guest of honor at @ralphreed's @FFCoalition Patriot Gala Dinner on June 14th in DC,36
Flag day and my birthday,6
Must read article by @EmilyMiller: “Anthony Weiner is a twit who treats women like dirt” http://t.co/EQ9L0PLM2Y,47
Memorial Day is a time to honor our nation's finest who made the ultimate sacrifice for our freedom,31
God bless them all,4
WH counsel met with IRS lawyer 3x in 2012,17
once in September http://t.co/ZPg14zTjv5 But Obama just learned through news reports?,32
@TishaLewis Thanks,6
@resplatt123 Thanks,11
Let's see whether or not Chuck Townsend @CondeNastCorp is smart enough to fire Graydon Carter,25
who only cares about his bad food restaurants,12
Mrs,2
Goldberg,2
who filed the Chicago case many years ago,12
is a vicious and conniving woman--loved beating her,14
Thank you for all of the positive response on my Chicago lawsuit victory yesterday,24
Most of you saw through the phony age card ploy,11
@Triggerracing That sounds great--a bad woman,12
@RossWeidner Thank you,6
(I think),2
@BenBradleyABC7 True,8
@SusieBeatrice1 @leeboggs True,10
they are being decimated,8
@richardroeper Yes,6
you can't allow people to scam you &amp; rip you off,14
@ArkieLad In addition to ripping me off,13
@paul1994loan Thanks,14
@VanityFair Read this &amp; you will understand why Vanity Fair is going down the tubes,25
@dietztrott Thanks--and great job,7
David--what a great evening,7
@jgy777ph Thanks Joannah,18
they are sad and lost people,7
I loved beating these two terrible human beings,13
I would never recommend that anyone use her lawyer,15
he is a total loser,7
Jury was unanimous after hearing the made up case against my co,19
Filed many years ago,6
she.and her pathetic lawyer should pay me big damages,15
"The so called 87 year old ""lady"" was a vicious and skilled investor who was trying to rip me off with made up facts and a blowhard lawyer",38
It's important to remain open to new ideas and new information,20
Keep your door open every day to something innovative and energizing,21
Take a sneak peek into one of Trump Park Avenue's most exclusive residences on the market- http://t.co/MO4QxGV07X,46
I very much appreciate all of the great reviews &amp; comments on my speech in Michigan--the people were great,30
@Kenkelly08Kelly Thanks,8
I had a great time,5
@RealSonnyNewman Pay attention and have fun,13
@Pourquoipas20 Happy Birthday,10
@SunnyJL52 True,8
Scotland is having a virtual revolt over obsolete wind turbines which are driving up energy costs and killing the bird population (and more),39
@MarkEaston777 Keep figthing,17
don't let the windfarms destroy your property and life,13
@DJLoopsFruit That's because I know him-he's a lowlife,14
@tubby511 They are dummies,14
@markwonderful Sorry,7
Graydon Carter is a major loser,10
just ask his wife,4
@RassilonsArmy Not even close dummy,12
he is strictly small time,6
@mikepassmore So true Mike,7
"""Trust yourself",3
"Create the kind of self that you will be happy to live with all your life."" - Golda Meir",21
@DawnieDeee Hello Dawn,7
Pervert Anthony Wiener will never be able to get away from his perversion-the cure rate is ZERO,28
@VanityFair could come back if Graydon Carter paid as much attention as he does to his bad food restaurants,29
@CondeNastCorp,5
If the great Si Newhouse were still running @CondeNastCorp,15
he would fire Graydon Carter immediately- circulation tanking,19
"Via @advisorsource: ""Donald Trump speaks in Novi",14
"drawing largest crowd in Oakland County Republican Party's history""http://t.co/GSzXcz2hqz",31
"Via @TheOaklandPress ""Donald Trump speaks in Novi(Michigan)",17
"draws record-breaking crowd"" http://t.co/Bqf91zaEgh",23
"""Use adverse events and monumental challenges to make you strong"" - Think Big",19
 @Newsmax__Media is one of the top media outlets in the country,26
@ChrisRuddyNMX has revolutionized political commentary and reporting,23
Jodi Arias jury is having a hard time with the death penalty-judge just sent them back for further deliberatuon,32
Amazingly @AnthonyWeiner is going to run,15
The cure rate for his problem is 0,10
Lots of other things will come out,8
Graydon Carter is laughing at the stupidity of Chuck Townsend on his contract renewal--- even he doesn't believe it,32
@CondeNastCorp,5
I can't believe @VanityFair would renew Graydon Carter's contract.....,18
 Circulation is way down and all he thinks about are his bad food restaurants,20
@CondeNastCorp,5
The Lincoln Day Dinner last night in Michigan was fantastic,16
Record attendance and tremendous enthusiasm- I loved it,17
@EMTgoneNUTZ Thanks Tanja,8
One season ends and another starts,9
Already casting for the next @ApprenticeNBC,13
Great news for charity--$13 million so far,14
Very sad that Republican donors were targeted by Obama’s IRS,22
Isn’t it amazing that Obama “never knew” about the IRS scandals until he saw it in the news?,30
Shock - Obama WH given three pinocchios for lying about Benghazi emails http://t.co/bNWKXqP4Zk,37
@JillToma Hi Amy,7
see you soon,3
@Van_in_DC @DannyZuker Thanks Van--so true,20
@christinefox02 See you later,9
@dennisrodman @ApprenticeNBC Dennis--you were great--thanks,16
Good timing: @TraceAdkins won big for American Red Cross last night on @ApprenticeNBC,24
Now the Red Cross is in Oklahoma doing a great job,15
Because of the tornado tragedy I will not be doing @piersmorgan tonight,22
I wish everyone well,6
Excited to speak at tomorrow night's @ocrp Lincoln Day dinner in Michigan “All time sales record,27
over 2000.” http://t.co/y5Cz946Ovb,30
@Nic_Keller @LilJon Thanks,11
@CassandraJ0y @LilJon Thank you,12
We may get out of ObamaCare because the train wreck is impossible to implement http://t.co/7l2utHI3JC It is a disaster,50
Everyone should go see @HatingBreitbart,11
Great documentary showcasing @AndrewBreitbart’s legacy,18
@TraceAdkins- the winner of @ApprenticeNBC after last night's victory- http://t.co/diGHsEk1Lo,36
@dave_twit29 Thanks Dave,11
@cous13 Thanks,5
@Y0landaRiggins Thanks,9
@denicarter Very nice Denise,10
thank you,2
@Holly_Looya @divermam Ok,14
Ben--Congratulations on your graduation--and good luck,15
@LilJon @AmDiabetesAssn It was my honor,15
you're a great guy &amp; your mother would be very proud of you,16
@MELANIATRUMP,6
@IvankaTrump,5
@EricTrump,4
@DonaldJTrumpJr &amp; I thank our loyal fans for another great season of @ApprenticeNBC,27
@Itsyknowsbest Thanks,6
@beverly_buck Great,9
enjoy the hotel,5
Will be doing Fox &amp; Friends at 7 A.M,13
It never ends (hopefully),7
I love that,3
in addition to everything else,9
so much money is raised for such great causes on Celebrity Apprentice-all proud of that,23
Last night's live show was so much fun,8
Congrats to the entire cast,8
they are all winners,5
From beginning over $13 million for charity,16
@InaMaziarcz Obama put up nothing,13
zilch,1
Ivanka and Joan Rivers will be working hard tonight at the Live Finale - everybody must watch the OPENING at 9,32
@subirchowdhury How are you - $5.5 million (a bargain),20
The cast for next season looks really good,10
@RebaForever58 Yes,10
Just left the set of The Apprentice - the live show tonight will be fantastic - and something very big and very different is going to happen,37
How badly will the Country be hurt by the three scandals and the very poor implementation and cost of Obama Care?,31
@leebandoni Thanks Lee,7
@Lord_Sugar Much more than anybody knows dopey,17
much more - and it will soon be revealed in detail,12
@ToddFouche1 On that I would beat almost everyone,14
@GregE_IoM,7
Only in your weak mind,6
@workplayeat Thanks,5
only the haters disagree,8
@CraigHeff I don't,5
he makes me money,5
Sugar is nowhere near being a billionaire-and I know,15
he works for me,4
@sarahluvnyc Thanks,6
@Subhana_Anwar It's easy,12
just think of haters as losers with.little imagination and even less understanding of success-and very lazy,32
@carlyvowell Tell your friends son - YOU'RE FIRED TUMOR,14
@JedediahBila Tell your aunt she is terrific,15
@omegaphoenix068 Rather amazing,14
wasn't it,3
I'm watching Knicks game-I'd bet all of those guys with the terrible tattoos wish they never got them-too bad,26
too late,2
Why didn't President Obama just go inside when it started raining yesterday - common sense,25
The two Marines looked very uncomfortable-&amp; wet,15
Who do you like of the final two? #CelebApprentice http://t.co/QRwQCrvMxR,32
The LIVE FINALE of @ApprenticeNBC is this Sunday at 9/8C,20
Watch and see who will be the first ever All-Star Celebrity Apprentice,19
"Enviro friendly? ""AP IMPACT: Obama administration allows wind farms to kill eagles",25
"birds despite federal laws"" http://t.co/T1oJQf32ZJ",26
This Sunday’s LIVE FINALE of @ApprenticeNBC will be tough &amp; nasty,21
Be sure to watch @pennjillette &amp; @TraceAdkins fight to the finish,19
People love @LilJon,6
http://t.co/J5GdEBMr5n #CelebApprentice,25
The sexual abuse that is so rampant has,12
according to generals,7
greatly weakened our military,10
They have failed to stop it,6
Just in—all efforts to stop sexual abuse in the military have totally failed—in fact,25
the stoppers have become the abusers,10
@NYMag is a piece of garbage but I think it is very nice &amp; charitable that they employ the no-talent illiterate hack @jonathanchait,41
Congratulations to my friend @seanhannity on @hannityshow 1000th show consecutively #1 in his time slot,37
Great going,3
@CCV77 Thanks,9
very nice,3
Celebrity Apprentice will be LIVE on Sunday at 9 PM (from New York City).Casting has already begun for next season,34
In other words,4
our military has a very big problem,13
Unfortunately with some men when the poison kicks in (not me of course) there are no rules or guidelines in the military that will stop them,35
I was never a fan of Bush 2 FOR MANY REASONS,14
including the fact that we should never have gone into Iraq but once there,19
kept the oil,3
DUMB,1
"Our very stupidly run Country better stop being so ""politically correct"" or we won't have a Country to run anymore",35
"Many generals and military leaders are now saying ""I told you so!"" They say this will have big impact on military strength &amp; national sec",40
General says that the Armed Forces will be severely weakened if the large scale rape and sexual abuse problem is not brought under control,36
Army officer who led a sexual abuse prevention unit was just fired after being charged with violently going after his wife.What is going on?,43
America's top Army general has warned of a crisis unless sexual abuse in the military is quickly brought undet control.Forces greatly hurt,42
@LCBeaudoin Big Second Amendment believer but background checks to weed out the sicko's are fine,25
@blakemharris But they are the folks I like the best - by far,15
@joeypiazza Way less - and you are soooo stupid,15
Looks like we will have a pervert running for mayor after all - just what New York City needs - and he will revert back to form,31
always do,3
@chrishansen Good to see you also - I will be watching,15
@A_Beil Thanks Andrew,9
@TrumpGolfLA public golf course features spectacular panoramic Pacific Ocean views,24
an elite attraction http://t.co/MYiwkyfiVU,22
@DylMyr Go for it,6
@AnubisJudge Happy Birthday,9
“The most terrifying words in the English language are: I'm from the government and I'm here to help.” – Pres,26
Ronald Reagan,4
ObamaCare is already done,9
HHS Sec,3
Sebelius is trying to force private companies to finance implementation http://t.co/dXOW15igEZ,40
"“It’s always great to be in business with Donald Trump,” said @Telemundo president Emilio Romano",30
http://t.co/ptRQcWiAFl,16
"""To be a big success in any field you need to build momentum",17
Momentum is all about energy and timing,13
""" - Think BIG",2
Legendary Illusionist v,9
Country Music Star,5
This Sunday’s LIVE Finale of @ApprenticeNBC is a historic matchup,21
MUST SEE TV,4
@Billingsley29 Do what you love,11
work hard,2
keep your focus and your momentum intact,11
Good luck,2
@Corte74 It helped,8
@BrianSpurr Not too many around,10
@tbott22 Very true,8
@donna_1004 Perhaps so,14
@Janet_Carswell @samflaherty_ Thanks,17
@MikeFromTN @mcuban @JeremyPage3011 Thanks Michael,22
Obama &amp; his people did a brilliant job of delaying these scandals until after the election,28
Mitt must be going wild thinking about it,11
If these scandals happened before the election,12
Obama could not have won,7
@Jared808 @commonguymd @AP True,16
@sarah_bales1 True and thanks,11
@Roddy_Brown Thanks,8
@polotodd804 This is one of the worst made and inaccurate documentaries I have ever seen,31
Filmmaker Mike Tollin has zero talent.Also-boring,15
@A_Beil Thanks Andrew,9
I wonder what the next scandal will be in D.C.? Can we handle yet another?,21
The three political disasters could lead to a major and complete political meltdown,24
"The ""lady"" in Chicago that I'm fighting owes me $500",18
000 and is sophisticated &amp; vicious,13
"She made up a story &amp; plays the ""age card"" - bad",13
I totally respect that Angelina Jolie has shown such great bravery in the face of danger - she has really come a long and positive way,38
@AndyBarovick Really terrible and a sad day for our Country,20
"""Success consists of going from failure to failure without loss of enthusiasm."" - 
Winston Churchill",26
Not since Watergate have we been going thru a time like this--Benghazi,18
IRS,3
wiretapping of @AP..,8
“Circumstances are beyond human control,11
but our conduct is in our own power.” -- Benjamin Disraeli,18
This Sunday’s LIVE FINALE of @ApprenticeNBC puts @pennjillette against @TraceAdkins,25
Watch two great competitors battle to win,11
@TrumpNationalNY is NY's best golf club,11
A 5 Star Diamond Award winner w/ an elite golf course &amp; top facilities http://t.co/XCgycLQa3H,41
32º in New York - it's freezing,9
Where the hell is global warming when you need it?,12
Benghazi,3
Obama lied,4
Our people died,5
@LilJon once again made it to the Final Four,13
A true talent and great friend to #CelebApprentice @ApprenticeNBC,20
Great job,2
@lisarinna did amazing on #CelebApprentice @ApprenticeNBC,22
Raising over $505K for @StJude,15
she made it to the Final Four,8
Congrats Lisa,4
“Never judge someone by their job title,10
You’d be surprised at the talents people can have.” – Midas Touch,16
My @foxandfriends int,6
on IRS targeting Tea Party,10
the Benghazi death scandal &amp; @TraceAdkins v,14
@pennjillette finale http://t.co/yJhBraP2Gn,24
@TigerWoods GREAT playing,7
you are the best,4
@steveprecision1 Have fun #1,12
I AM PLEASED TO INFORM YOU THAT CELEBRITY APPRENTICE HAS BEEN RENEWED FOR ANOTHER SEASON BY NBC,29
SEE YOU AT THE NBC UPFRONTS TOMORROW,12
@leechsam Thanks Sam,5
and it's doing great,5
You will love Celebrity Apprentice tonight - 9 PM on NBC,19
Must watch from beginning - two early firings,11
Two people fired very early on Celebrity Apprentice tonight at 9 leading up to next weeks live Finale,31
Don't get angry at me tonight,8
@RoySchuhmacher Thanks,6
Watching @TigerWoods on NBC playing great golf,14
Tiger won The WGC Cadillac Championship at Trump National Doral this year,21
I love Tiger,4
@PhilipMorrow That would be great Philip,11
@chris_l54 Thanks Chris - they know the real facts but don't choose to use them-very dishonest,27
@QFiveFarms Thanks and true,6
@persvanstrom Based on your picture I can see why - you look lost and in need of a cheap lifeline,24
@mikeluis93 Mark Cuban is a bully who is physically very soft and therefore should immediately stop wearing T shirts,37
No strength,2
@Lord_Sugar can't hold a.candle to Donald.Trump - he is a laughing stock in Great Britain (but his show pays me lots of money,35
so I'm happy),4
The success of Shark Tank over the years is a total joke compared to the success of The Apprentice,26
one of the biggest hits in T.V,9
history,3
@african11 But I love insulting people who don't have the goods but think they do,24
The Apprentice,4
on the other hand,5
has been a MAJOR television hit,10
often times finishing #1,9
Even now,3
after 13 seasons,6
it wins its slot,4
@mcuban is a short ball hitter who had a massive failure on television,22
The Benefactor,5
Now he is one of many on a modest ratings show,14
S T,2
@BrianLynch @DurantRandy Thanks,10
no wonder our Country is in such trouble,12
@LennyDopkin I have not run it for many years,14
I sold it a long time ago (great deal,10
great timing),3
When I owned it,4
a top place,3
@Patti0713 Thanks Patti,13
@nieldi @Lord Sugar can't get himself arrested-but at least he's making me money-keep begging Sugar you dog,30
@MaxVayner Your man,6
little Jon S(?) can't win,6
he's not smart enough or quick enough,9
@caaataclysm Little Jon Stewart(?) Is a pussy,14
he would be hopeless in a debate with me,11
@MaxVayner Stewart (?) wouldn't have even a little chance in a debate with me,21
He's totally overrated - not fast enough or smart enough,16
@GuerrillaTycoon Not even close - he is just,13
as you know,3
a very bad copy (who I profit from),11
@chef_riggy I never endorsed Judd - I'm with Senator Mitch all the way,22
Just left Trump National Doral in Miami - under massive construction - The Blue Monster will be one of the greatest courses ever built,35
Leightweight @Lord Sugar virtually begged my reps to have me stop mocking him,20
Every time this dope goes on Apprentice I make money-too easy,18
“It's not that I'm so smart,6
it's just that I stay with problems longer.” - Albert Einstein,14
No investor would be stupid enough to pour their money into the bottomless Vattenfall pit,25
They totally gave up http://t.co/tdOdxZW6bE,22
Whether you have someone managing your finances or you're doing it yourself,20
money,2
like anything,4
takes maintenance &amp; planning to grow,10
@feksbaby Very nice,7
thanks,1
@PennyStocksBlog You are 100% correct - thank you,16
Dummy,2
I'm asking a question - look at the question mark at the end of the sentence,19
Use your head,3
@limbaugh is right,5
Watergate is much different than Benghazi,12
No one died in Watergate,7
See my picks at @Fund_Anything at http://t.co/W0MDqPckX4 and giving away money!!,41
#FundAnything,6
I watched @todayshow this AM re: @MarthaStewart &amp; dating,17
She looks terrific,5
better than ever,5
any guy would be lucky to be with her,11
For all of the morons who have been complaining about my comment on sexual assault &amp; rape in the military,32
(cont) http://t.co/NCdMZRCvw1,16
“The most important thing in communication is hearing what isn't said.” - Peter Drucker,23
Sadly,2
firing can be an essential and responsible business decision,18
It isn't pleasant,5
but lopping off a branch can save a tree,10
A Warren Buffett corp,6
is currently ensnared in a bankruptcy,11
Likewise Icahn,4
Kravis,2
Apollo and many others have played the game.Thanks,13
@MenaceSocietyUT Little Jon Stewart(?) is getting his ass kicked and you and all of his high priced writers know it,31
Don't panic Jon,4
@JeremyPage3011 Mark Cuban can't beat me at anything,22
He is one of many on Shark Tank and Apprentice has been a much,17
much bigger show,4
Jodi thought she outsmarted the system - it didn't work,14
Congratulations to the jury on a job well done,14
Now,1
will it be life or death?,6
Man,1
we had a great day today at Trump Tower - lots of money was given to many people who really needed it - good feelings and happiness,36
Sorry losers and haters,7
but my I.Q,4
is one of the highest -and you all know it,11
"Please don't feel so stupid or insecure,it's not your fault",14
What do you think about the push to put women into high intensity combat situations?,25
“Never think of learning as a burden,10
It may require some discipline,9
but it prepares you for a new beginning.”– Think Like a Champion,17
I'm giving away money- go to http://t.co/uW8lZeSVrD,25
Take it from me,4
Proud of the #FundAnything team,10
We continue to lose our nation’s finest in Afghanistan almost daily,22
The Rules of Engagement are costing lives,10
Scary,2
Our military is a using a Chinese made satellite for North Africa command communications http://t.co/054Ext5c1A,49
Visit @Fund_Anything at http://t.co/W0MDqPckX4 to see my picks,36
#FundAnything,6
@myfoxny discussing NYPD Chief Kelly’s great record &amp; the launch of the crowdfunding site http://t.co/uW8lZeSVrD http://t.co/X9D0Somj3J,64
"Via @CNNMoney: ""Donald Trump gets into crowdfunding"" http://t.co/uguSSXyTO2 #FundAnything",37
I just gave lots of money away at Trump Tower to people who needed it...they were very happy and appreciative,32
What a great time we just had in the atrium of Tump Tower for http://t.co/tSLfuNNAPI,33
The place was happy and packed,7
I gave away money,6
Go to http://t.co/uW8lZeSVrD to see how I'm helping people,26
"#FundAnything #Entrepreneurs 
#GiveBack",16
It's go time,3
See you at Trump Tower,6
I'm giving money away,7
#FundAnything,6
@abaldwin31 Thanks,8
People do not assume this but more than anything else,14
I like helping people,6
Be at Trump Tower at 11 AM today,12
Residential Capital,7
a company in which Warren Buffett is involved,13
went bankrupt - but that doesn't mean that Warren Buffett went bankrupt,16
I'm giving away money,7
11AM Trump Tower,7
Be there or be left behind,7
I would absolutely kill Jon Stewart(?) in a debate - it would be no contest - he's not fast enough or smart enough (only obnoxious enough!),36
@SportsWalnuts And Jon Stewart(?) is a very little man hiding behind lot's of high priced writers without which he would be nothing,33
Just watched Jon Stewart(?) jumping up and down and screaming like a madman - nothing funny or smart,23
just loud and obnoxious,6
a pushy dope,4
@valentino_jimmy That's cool,12
I agree,3
@RealSonnyNewman Thanks Sonny,9
@ChrisHarmsWI Thanks Chris,6
@BobKurlander Thanks Bob,7
it is one of the best and will only get better-I will be spending lots of money this Summer,25
Wow,1
I love stimulating debate and driving certain people crazy-the Generals were forced to do something they didn't want to do (not me),35
Is it even slightly possible that Jodi Arias could be set free-wow,20
what a miscarriage of justice that would be,11
The jury in the Jodi Arias trial is,13
believe it or not,5
still out,2
You never know but such a long deliberation could be good for the defense,20
The Generals and top military brass never wanted a mixer but were forced to do it by very dumb politicians who wanted to be politically C,43
26000 unreported sexual assults in the military-only 238 convictions,32
What did these geniuses expect when they put men &amp; women together?,19
“Mistakes are always forgivable,9
if one has the courage to admit them.” -- Bruce Lee,12
Everyone join me tomorrow at 11 AM in Trump Tower atrium,20
My @gretawire int,6
discussing business difficulties with ObamaCare &amp; how it is stopping businesses from hiring http://t.co/2XtuxKvBrC,41
Trump @DoralResort’s renovations are on schedule,15
With such a massive project underway,10
I am watching closely,6
My @foxandfriends int,6
on Benghazi cover up,7
the ObamaCare mess &amp; firing @TheRealMarilu on @ApprenticeNBC http://t.co/EkafnPnUrS,37
The economy is broken,8
Entrepreneurship is being suppressed,10
See what I do Wednesday 11 AM at Trump Tower atrium,17
Tired of being bullied by the economy? I'm going to help people,20
Wednesday 11 AM at Trump Tower,10
Keep Wednesday morning free,6
You will want to see this,6
26000 sexual assaults or rapes reported in military last year-and that is just the number that is reported (many do not want to report),42
Sexual assault and rape in the Armed Forces is a Massive problem that nobody wants to talk about or do anything about-the big dark secret,39
Head of Air Force's anti-sexual assault unit arrested for sexual assault,23
It just seems that our Country is not what it used to be,15
@JoseCanseco,6
who I got to know very well during #CelebApprentice,17
can't carry @SHAQ's jock,6
"""Success seems to be connected w/ action",14
Successful people keep moving,8
"They make mistakes but they don't quit."" - Conrad Hilton",12
Now @RonWyden is also “concerned” about ObamaCare along with @MaxBaucus http://t.co/WHnh8sSZtz Program may fold through its own doing,47
Benghazi was a massive cover up,10
"Via @Hometownlife: ""Donald Trump to speak at Lincoln Day Dinner at The Showplace in Novi"" http://t.co/HLOU7wFoLN",41
@lisarinna is the last lady standing in All Star Celebrity @ApprenticeNBC,24
Watch out men,3
she’s sharp and tough,5
The Trump Organization is honored to be expanding our interests into Dubai,23
The golf course will be the top course in the Middle East,13
@TheRealMarilu was very impressive and is a great person,18
The All Star Celebrity @ApprenticeNBC viewers loved her,16
Enjoy Celebrity Apprentice tonight at 9 - a really great episode,20
"""God never takes away something from your life without replacing it with something better."" --Rev",23
@BillyGraham,5
When written in Chinese,6
the word 'crisis' is composed of two characters,13
"One represents danger and the other represents opportunity."" JFK",21
Looking forward to being the guest of honor at @ralphreed's @FaithandFreedom Patriot's Award Gala Dinner in Washington,34
DC,2
Time magazine should name David Pecker of American Media to be its top guy...but they are not smart enough to do that,33
As I’ve said many times before,9
Jon Stewart @TheDailyShow is highly overrated,15
Jon Stewart @TheDailyShow is a total phony –he should cherish his past—not run from it,24
If Jon Stewart is so above it all &amp; legit,14
why did he change his name from Jonathan Leibowitz? He should be proud of his heritage,22
What’s funny about the name “F**kface Von Clownstick” -- it was not coined by Jon Leibowitz-- he stole it from some moron on twitter,32
Amazing how the haters &amp; losers keep tweeting the name “F**kface Von Clownstick” like they are so original &amp; like no one else is doing it..,39
“Most people think small because most people are afraid of success,16
afraid of making decisions,8
afraid of winning” The Art of the Deal,10
It's crunch time,3
This Sunday's All-Star Celebrity @ApprenticeNBC's task will separate the winners from the losers,28
@roysj Unlike you,5
stupid,2
I became a big stock market investor a couple of years ago because the dollar is going to hell &amp; false low int,33
“Always get even,5
When you are in business,6
you need to get even with people who screw you.” – Think Big,14
“How much money can you stand to lose? That’s how much risk you should assume.” – Think Like a Billionaire,24
Turn to QVC now to watch Melania - really good stuff,16
Why are some more concerned with granting terrorist rights than protecting innocent Americans?,24
Our trade deficit is still on pace to be over $500B,20
This is killing our manufacturing sector and sending jobs overseas,20
Obama’s goal of 1 million electric car sales is a little off,19
by over 910000 http://t.co/qIHVtjEHiz $100B of our money wasted,38
Trump Int'l Puerto Rico spreads luxury residences,15
a world class golf resort &amp; beach club across 1000 acres http://t.co/kJkxpr8sZ3,35
Call @MELANIATRUMP today on @QVC at 5 PM EST,19
say hello,3
and buy buy buy,4
My wife,2
Melania,4
will be on @QVC today @ 5 PM selling really beautiful jewelry at a very low price,29
Perfect for Mother’s Day—call in,9
@nikkio True,5
@marie_marshallx @ApprenticeNBC Thanks,14
@miamarrazza Work really hard &amp; think smart,14
@adb1707 @TrumpTowerNY @THEGaryBusey Good point,26
With Boston terrorist cell widening in suspects,13
it's now clear that it was a mistake to read the bomber the Miranda warning so early,23
 @chrislhayes replaced @edshow on @msnbc to increase ratings,19
It’s a shame Chris’ are even worse,9
Sad to see,3
All-Star Celebrity @ApprenticeNBC is down to the five final contestants,21
Getting fired now is when it really hurts,11
Jodi,2
if you're listening,5
MAKE A DEAL,3
Jodi should try but the Govt,9
should not make a deal - no jury could be dumb enough to let her off (but you never know,22
look at OJ &amp; others),8
Jodi Arias has stated that she follows me on twitter so I really hate to be saying that she is guilty but sadly,33
she is as guilty as it gets,8
@salefisher - Jordan is great,8
@hdiallo Why do you follow me creepy stalker?,15
@JohnQuinsay When you get bored with others,11
you'll be back (and don't hurry),7
@AxlRose1996 Stephen,15
that's right...and someone who is really smart,10
@PatrickMendezNV Great idea - did you see their list,14
a joke,2
Just took a look at Time Magazine-looks really flimsy like a free handout at a parking lot,24
The sad end is coming-just like Newsweek,10
@Drake4444444 I never knew but thanks for the compliment,32
@Neviah_M A totally one sided documentary,20
Why weren't the police,6
detectives and prosecutors interviewed? City should not settle this case,19
@CraigSJ Why did they all sign confessions and how many people did they mugg that night in the Park? What about their criminal records?,33
“Don’t let the fear of striking out hold you back.” – Babe Ruth,14
Via @TVbytheNumbers: 'Celebrity Apprentice' is Number 1 among ABC,23
CBS &amp; NBC for its Second Hour from 10-11 p.m,21
http://t.co/mz8RMP9ylC,17
"NBC terminates ""The Chris Matthews Show"" http://t.co/HgkSlTwtV5",26
Oil should not cost more than $40 a barrel,13
Ideally it should be $25,11
Cheap to produce and we protect the OPEC countries,13
ObamaCare is a disaster,9
Americans will see record increases in their premiums and inferior care services,25
Fracking poses ZERO health risks http://t.co/bXsJ6MKZGH In fact,25
it increases our national security by making us energy independent,24
"""Trump Making GOP Speech — Is 2016 in the Cards?"" http://t.co/6i9uPERzYI via @Newsmax_Media",44
Upstate New York is suffering with record unemployment,15
Fracking is the answer,6
Frack now and Frack fast,5
"Via @AP on @washingtonpost: ""Trumps look at building 18-hole golf course on former Kluge estate in rural Virginia"" http://t.co/Bc2KBQcfkZ",53
See story in The Scotsman re: wind turbines- http://t.co/PCTS0EST7J,32
The people of Scotland are really starting to fight the ugly industrial wind turbines,23
See Press and Journal- http://t.co/PVMNLLVNrG,20
Wow,1
"I just found out that in a major poll of its readers the @NewYorkObserver voted me #1 on the ""power 100"" list in NY.....",37
 I disagree,4
but it's still cool,4
Snow and freezing weather all over mid-section of Country,15
Global warming specialists better start thinking fast,13
Money is really cheap so this is a great time to buy a house-but be sure to lock in long term financing (without which don't buy),32
Housing prices are up in Feb over last Feb 9.3 per cent -remember,26
I told everyone two years ago to buy (but they will be going much higher),20
@naunie_b sarcasm dummy,12
@Stiles_Dub @LilJon is a great guy and a great competitor who is respected by all,27
Once again @LilJon has competed at a very high level on Celebrity All Star @ApprenticeNBC,29
He is a great competitor,8
1/5 households is on food stamps http://t.co/oGbefmgzww We must do better,30
Americans need to have a work ethic,11
Just left news conference at @TrumpTowerNY with @TheGaryBusey- people love @TheGaryBusey,28
http://t.co/54Rg4NmNCx,20
Congratulations to Michael Jordan on his marriage over the weekend,19
@Lawrence is the poor man's left wing @oreillyfactor(with no ratings),19
@Colvio117 Thanks,12
@DannyZuker Night loser,8
@JonNeumeister Dopey,7
I've won them all,4
@ShawnGarrett I should have many Emmys for The Apprentice if the process were fair-in any event,27
it's not my day job,5
@realDonaldTrump Windfarms destroy everything around them-very sad,18
@mtshastacola Happy birthday,10
@IvanGH Great taste,5
@OMGguy18 Wrong,6
screen is too small-Samsung size is better,10
@VincentYanni I agree,8
Modern Family sucks,6
@FakeBriWilliams Thank you,8
@DanielRobinsMD,5
@Lawrence is a very dumb guy who just doesn't know it-his show is a critical and ratings disaster,28
Photo from a recent episode of @ApprenticeNBC - saying those two famous words,22
http://t.co/Yo6s4Az5Fq,19
Afghan Leader Karzai has received tens of millions of dollars IN CASH from the U.S,23
Government- how stupidly is our Country being run?,15
By Scotland officials canceling my local ad about how damaging wind turbines are- it became a much bigger story around the world,36
Great,1
